image	manifest	record_url	dataset_key	dataset_name	geometry_type	coordinates	thumbnail	iiif_label	iiif_extent	iiif_date	iiif_collections	copilot_alt_text_v1	copilot_image_caption_v1	copilot_search_terms_v1	copilot_alt_text_v2	copilot_image_caption_v2	copilot_search_terms_v2
	https://iiif.library.leeds.ac.uk/presentation/cc/th197jpj	https://digital.library.leeds.ac.uk/15959/	handmade	Hand-mapped Leeds Data	Polygon	[[[-6.504895, 55.244388], [-6.503879, 55.243875], [-6.502821, 55.243462], [-6.50173, 55.243647], [-6.501172, 55.244127], [-6.501164, 55.244891], [-6.501605, 55.245442], [-6.502272, 55.245741], [-6.502613, 55.245376], [-6.503121, 55.244673], [-6.503837, 55.24445], [-6.504262, 55.244374], [-6.504895, 55.244388]]]	https://iiif.library.leeds.ac.uk/thumbs/th197jpj_objects_MS_1788-16-3219_001.tif/full/200,149/0/default.jpg	Giant's Causeway, Amphitheatre to E	1 cellulose nitrate negative	31/08/1894	Godfrey Bingley Photographic Archive	Historic photograph of Amphitheatre to E at the Giant's Causeway, showing coastal basalt formations and shoreline features.	Giant's Causeway, Amphitheatre to E. Historic photograph from the Godfrey Bingley Photographic Archive, dated 1894, depicting the named geological feature at the Giant's Causeway on the County Antrim coast. The image shows basalt columns, cliffs, rocky shorelines or related coastal landforms visible from the photographed viewpoint.	Amphitheatre to E, County Antrim, Giant's Causeway, basalt, coastline, geology, historic photograph	Eastward view from the Amphitheatre across cliffs, shoreline and sea.	Giant's Causeway, Amphitheatre to E. The eastward view from the Amphitheatre takes in a high cliff edge, a narrow shoreline and sea beyond, emphasizing the scale of the coastal escarpment.	Giant's Causeway, Amphitheatre to E, Giant's Causeway, County Antrim, Northern Ireland, basalt, columnar basalt, coastal geology, geological feature, shoreline, historic photograph, cellulose nitrate negative, Godfrey Bingley Photographic Archive, 31/08/1894, Amphitheatre east, cliff edge, coastal escarpment
	https://iiif.library.leeds.ac.uk/presentation/cc/wtvt58qg	https://digital.library.leeds.ac.uk/15950/	handmade	Hand-mapped Leeds Data	Point	[-6.48334, 55.250363]	https://iiif.library.leeds.ac.uk/thumbs/wtvt58qg_objects_MS_1788-16-3210_001.tif/full/200,149/0/default.jpg	Giant's Causeway, from Hamilton's seat to W	1 cellulose nitrate negative	31/08/1894	Godfrey Bingley Photographic Archive	Historic photograph of from Hamilton's seat to W at the Giant's Causeway, showing coastal basalt formations and shoreline features.	Giant's Causeway, from Hamilton's seat to W. Historic photograph from the Godfrey Bingley Photographic Archive, dated 1894, depicting the named geological feature at the Giant's Causeway on the County Antrim coast. The image shows basalt columns, cliffs, rocky shorelines or related coastal landforms visible from the photographed viewpoint.	County Antrim, Giant's Causeway, basalt, coastline, from Hamilton's seat to W, geology, historic photograph	Westward coastal view from Hamilton's Seat, showing layered cliffs and surf.	Giant's Causeway, from Hamilton's seat to W. The photograph looks west along layered cliffs and sea-washed rock ledges, with surf tracing the base of the headlands.	Giant's Causeway, from Hamilton's seat to W, Giant's Causeway, County Antrim, Northern Ireland, basalt, columnar basalt, coastal geology, geological feature, shoreline, historic photograph, cellulose nitrate negative, Godfrey Bingley Photographic Archive, 31/08/1894, Hamilton's Seat west, layered cliffs, surf, rocky ledges
	https://iiif.library.leeds.ac.uk/presentation/cc/gxsmj46j	https://digital.library.leeds.ac.uk/15951/	handmade	Hand-mapped Leeds Data	Point	[-6.48334, 55.250363]	https://iiif.library.leeds.ac.uk/thumbs/gxsmj46j_objects_MS_1788-16-3211_001.tif/full/200,149/0/default.jpg	Giant's Causeway, from Hamilton's seat to W	1 cellulose nitrate negative	31/08/1894	Godfrey Bingley Photographic Archive	Historic photograph of from Hamilton's seat to W at the Giant's Causeway, showing coastal basalt formations and shoreline features.	Giant's Causeway, from Hamilton's seat to W. Historic photograph from the Godfrey Bingley Photographic Archive, dated 1894, depicting the named geological feature at the Giant's Causeway on the County Antrim coast. The image shows basalt columns, cliffs, rocky shorelines or related coastal landforms visible from the photographed viewpoint.	County Antrim, Giant's Causeway, basalt, coastline, from Hamilton's seat to W, geology, historic photograph	Westward view from Hamilton's Seat along a receding cliff-lined shoreline.	Giant's Causeway, from Hamilton's seat to W. A second westward view from Hamilton's Seat shows successive cliff faces fading into atmospheric haze above the rocky shoreline.	Giant's Causeway, from Hamilton's seat to W, Giant's Causeway, County Antrim, Northern Ireland, basalt, columnar basalt, coastal geology, geological feature, shoreline, historic photograph, cellulose nitrate negative, Godfrey Bingley Photographic Archive, 31/08/1894, Hamilton's Seat west, receding cliffs, hazy coastline, sea
	https://iiif.library.leeds.ac.uk/presentation/cc/ynj4s3gf	https://digital.library.leeds.ac.uk/15952/	handmade	Hand-mapped Leeds Data	Point	[-6.48334, 55.250363]	https://iiif.library.leeds.ac.uk/thumbs/ynj4s3gf_objects_MS_1788-16-3212_001.tif/full/200,149/0/default.jpg	Giant's Causeway, from Hamilton's seat to W	1 cellulose nitrate negative	31/08/1894	Godfrey Bingley Photographic Archive	Historic photograph of from Hamilton's seat to W at the Giant's Causeway, showing coastal basalt formations and shoreline features.	Giant's Causeway, from Hamilton's seat to W. Historic photograph from the Godfrey Bingley Photographic Archive, dated 1894, depicting the named geological feature at the Giant's Causeway on the County Antrim coast. The image shows basalt columns, cliffs, rocky shorelines or related coastal landforms visible from the photographed viewpoint.	County Antrim, Giant's Causeway, basalt, coastline, from Hamilton's seat to W, geology, historic photograph	Westward view from Hamilton's Seat, with sea below stepped coastal cliffs.	Giant's Causeway, from Hamilton's seat to W. This composition frames the view downward along stepped cliffs and a narrow coastal margin, with the sea occupying the lower left of the scene.	Giant's Causeway, from Hamilton's seat to W, Giant's Causeway, County Antrim, Northern Ireland, basalt, columnar basalt, coastal geology, geological feature, shoreline, historic photograph, cellulose nitrate negative, Godfrey Bingley Photographic Archive, 31/08/1894, Hamilton's Seat west, stepped cliffs, coastal margin, sea
	https://iiif.library.leeds.ac.uk/presentation/cc/yrktlxr9	https://digital.library.leeds.ac.uk/15926/	handmade	Hand-mapped Leeds Data	Point	[-6.51177, 55.240537]	https://iiif.library.leeds.ac.uk/thumbs/yrktlxr9_objects_MS_1788-15-3188_001.tif/full/150,200/0/default.jpg	Giant's Causeway, Wishing Chair	1 cellulose nitrate negative	30/08/1894	Godfrey Bingley Photographic Archive	Historic photograph of Wishing Chair at the Giant's Causeway, showing coastal basalt formations and shoreline features.	Giant's Causeway, Wishing Chair. Historic photograph from the Godfrey Bingley Photographic Archive, dated 1894, depicting the named geological feature at the Giant's Causeway on the County Antrim coast. The image shows basalt columns, cliffs, rocky shorelines or related coastal landforms visible from the photographed viewpoint.	County Antrim, Giant's Causeway, Wishing Chair, basalt, coastline, geology, historic photograph	Wishing Chair basalt columns, shown as blocky stepped column tops in the foreground.	Giant's Causeway, Wishing Chair. A close view shows blocky basalt columns arranged like rough steps or seats, matching the IIIF title's reference to the Wishing Chair feature.	Giant's Causeway, Wishing Chair, Giant's Causeway, County Antrim, Northern Ireland, basalt, columnar basalt, coastal geology, geological feature, shoreline, historic photograph, cellulose nitrate negative, Godfrey Bingley Photographic Archive, 30/08/1894, Wishing Chair, blocky basalt columns, stepped rocks, column tops
	https://iiif.library.leeds.ac.uk/presentation/cc/ppf5gfgy	https://digital.library.leeds.ac.uk/20356/	handmade	Hand-mapped Leeds Data	Point	[-6.51177, 55.240537]	https://iiif.library.leeds.ac.uk/thumbs/ppf5gfgy_objects_MS_1788-15-3187_001.tif/full/200,148/0/default.jpg	Giant's Causeway, Wishing Chair	1 cellulose nitrate negative	30/08/1894	Godfrey Bingley Photographic Archive	Historic photograph of Wishing Chair at the Giant's Causeway, showing coastal basalt formations and shoreline features.	Giant's Causeway, Wishing Chair. Historic photograph from the Godfrey Bingley Photographic Archive, dated 1894, depicting the named geological feature at the Giant's Causeway on the County Antrim coast. The image shows basalt columns, cliffs, rocky shorelines or related coastal landforms visible from the photographed viewpoint.	County Antrim, Giant's Causeway, Wishing Chair, basalt, coastline, geology, historic photograph	Several people seated on rocks beside the Wishing Chair basalt columns.	Giant's Causeway, Wishing Chair. Several people are seated among the basalt rocks, providing scale for the Wishing Chair column formations in this historic 1894 archive photograph.	Giant's Causeway, Wishing Chair, Giant's Causeway, County Antrim, Northern Ireland, basalt, columnar basalt, coastal geology, geological feature, shoreline, historic photograph, cellulose nitrate negative, Godfrey Bingley Photographic Archive, 30/08/1894, Wishing Chair, people, seated group, basalt rocks, scale
	https://iiif.library.leeds.ac.uk/presentation/cc/xkm5cmsf	https://digital.library.leeds.ac.uk/15946/	handmade	Hand-mapped Leeds Data	Polygon	[[[-6.516531, 55.238658], [-6.516833, 55.238698], [-6.517109, 55.238805], [-6.517207, 55.239139], [-6.517207, 55.239478], [-6.517304, 55.23961], [-6.517828, 55.23963], [-6.518308, 55.239534], [-6.518459, 55.239301], [-6.518557, 55.239185], [-6.518654, 55.239002], [-6.518637, 55.23881], [-6.518752, 55.238582], [-6.519161, 55.238481], [-6.519303, 55.238222], [-6.519125, 55.23807], [-6.518726, 55.23806], [-6.518663, 55.237837], [-6.518557, 55.237756], [-6.51845, 55.237848], [-6.518424, 55.23765], [-6.518308, 55.237518], [-6.51813, 55.237493], [-6.517366, 55.23802], [-6.516531, 55.238658]]]	https://iiif.library.leeds.ac.uk/thumbs/xkm5cmsf_objects_MS_1788-16-3206_001.tif/full/200,149/0/default.jpg	Giant's Causeway, Stookaus	1 cellulose nitrate negative	30/08/1894	Godfrey Bingley Photographic Archive	Historic photograph of Stookaus at the Giant's Causeway, showing coastal basalt formations and shoreline features.	Giant's Causeway, Stookaus. Historic photograph from the Godfrey Bingley Photographic Archive, dated 1894, depicting the named geological feature at the Giant's Causeway on the County Antrim coast. The image shows basalt columns, cliffs, rocky shorelines or related coastal landforms visible from the photographed viewpoint.	County Antrim, Giant's Causeway, Stookaus, basalt, coastline, geology, historic photograph	Stookans sea stacks and rocky shoreline at the Giant's Causeway.	Giant's Causeway, Stookaus. The view includes low rocky foreground, a larger offshore stack-like form and calm water, consistent with the Stookans coastal feature named in the metadata.	Giant's Causeway, Stookaus, Giant's Causeway, County Antrim, Northern Ireland, basalt, columnar basalt, coastal geology, geological feature, shoreline, historic photograph, cellulose nitrate negative, Godfrey Bingley Photographic Archive, 30/08/1894, Stookans, sea stacks, rocky shore, offshore rocks, water
	https://iiif.library.leeds.ac.uk/presentation/cc/tz8dfrxy	https://digital.library.leeds.ac.uk/15963/	handmade	Hand-mapped Leeds Data	Polygon	[[[-6.516531, 55.238658], [-6.516833, 55.238698], [-6.517109, 55.238805], [-6.517207, 55.239139], [-6.517207, 55.239478], [-6.517304, 55.23961], [-6.517828, 55.23963], [-6.518308, 55.239534], [-6.518459, 55.239301], [-6.518557, 55.239185], [-6.518654, 55.239002], [-6.518637, 55.23881], [-6.518752, 55.238582], [-6.519161, 55.238481], [-6.519303, 55.238222], [-6.519125, 55.23807], [-6.518726, 55.23806], [-6.518663, 55.237837], [-6.518557, 55.237756], [-6.51845, 55.237848], [-6.518424, 55.23765], [-6.518308, 55.237518], [-6.51813, 55.237493], [-6.517366, 55.23802], [-6.516531, 55.238658]]]	https://iiif.library.leeds.ac.uk/thumbs/tz8dfrxy_objects_MS_1788-16-3223_001.tif/full/200,149/0/default.jpg	Giant's Causeway, Stookaus	1 cellulose nitrate negative	31/08/1894	Godfrey Bingley Photographic Archive	Historic photograph of Stookaus at the Giant's Causeway, showing coastal basalt formations and shoreline features.	Giant's Causeway, Stookaus. Historic photograph from the Godfrey Bingley Photographic Archive, dated 1894, depicting the named geological feature at the Giant's Causeway on the County Antrim coast. The image shows basalt columns, cliffs, rocky shorelines or related coastal landforms visible from the photographed viewpoint.	County Antrim, Giant's Causeway, Stookaus, basalt, coastline, geology, historic photograph	Stookans coastal slope with a prominent headland and sea below.	Giant's Causeway, Stookaus. A sloping headland and rugged shoreline lead the eye toward a prominent coastal point, with sea and distant cliff forms visible in the background.	Giant's Causeway, Stookaus, Giant's Causeway, County Antrim, Northern Ireland, basalt, columnar basalt, coastal geology, geological feature, shoreline, historic photograph, cellulose nitrate negative, Godfrey Bingley Photographic Archive, 31/08/1894, Stookans, sloping headland, rugged coastline, sea
	https://iiif.library.leeds.ac.uk/presentation/cc/bvkt4c56	https://digital.library.leeds.ac.uk/15935/	handmade	Hand-mapped Leeds Data	Point	[-6.51081, 55.240003]	https://iiif.library.leeds.ac.uk/thumbs/bvkt4c56_objects_MS_1788-16-3195_001.tif/full/200,149/0/default.jpg	Giant's Causeway, Gateway	1 cellulose nitrate negative	30/08/1894	Godfrey Bingley Photographic Archive	Historic photograph of Gateway at the Giant's Causeway, showing coastal basalt formations and shoreline features.	Giant's Causeway, Gateway. Historic photograph from the Godfrey Bingley Photographic Archive, dated 1894, depicting the named geological feature at the Giant's Causeway on the County Antrim coast. The image shows basalt columns, cliffs, rocky shorelines or related coastal landforms visible from the photographed viewpoint.	County Antrim, Gateway, Giant's Causeway, basalt, coastline, geology, historic photograph	Gateway between two high walls of columnar basalt at the Giant's Causeway.	Giant's Causeway, Gateway. The image captures a passage between two high walls of vertical columnar basalt, visually reinforcing the title's description of a gateway-like formation.	Giant's Causeway, Gateway, Giant's Causeway, County Antrim, Northern Ireland, basalt, columnar basalt, coastal geology, geological feature, shoreline, historic photograph, cellulose nitrate negative, Godfrey Bingley Photographic Archive, 30/08/1894, Gateway, basalt passage, columnar basalt walls, rocky path
	https://iiif.library.leeds.ac.uk/presentation/cc/jxtfy6nv	https://digital.library.leeds.ac.uk/15939/	handmade	Hand-mapped Leeds Data	Polygon	[[[-6.503335, 55.242758], [-6.503317, 55.242411], [-6.503511, 55.242054], [-6.503608, 55.241858], [-6.503882, 55.241651], [-6.503935, 55.241395], [-6.503891, 55.241058], [-6.503891, 55.240912], [-6.504129, 55.24063], [-6.504244, 55.240384], [-6.504244, 55.240243], [-6.504314, 55.239986], [-6.50435, 55.239649], [-6.504394, 55.239569], [-6.503926, 55.239855], [-6.503935, 55.240057], [-6.503838, 55.240268], [-6.503917, 55.240338], [-6.503803, 55.24053], [-6.503644, 55.240625], [-6.50345, 55.240977], [-6.503353, 55.241289], [-6.503476, 55.241415], [-6.503476, 55.241581], [-6.503291, 55.241782], [-6.503114, 55.241893], [-6.50315, 55.242255], [-6.50307, 55.242446], [-6.503176, 55.242648], [-6.503247, 55.242688], [-6.503335, 55.242758]]]	https://iiif.library.leeds.ac.uk/thumbs/jxtfy6nv_objects_MS_1788-16-3199_001.tif/full/200,149/0/default.jpg	Giant's Causeway, Organ	1 cellulose nitrate negative	30/08/1894	Godfrey Bingley Photographic Archive	Historic photograph of Organ at the Giant's Causeway, showing coastal basalt formations and shoreline features.	Giant's Causeway, Organ. Historic photograph from the Godfrey Bingley Photographic Archive, dated 1894, depicting the named geological feature at the Giant's Causeway on the County Antrim coast. The image shows basalt columns, cliffs, rocky shorelines or related coastal landforms visible from the photographed viewpoint.	County Antrim, Giant's Causeway, Organ, basalt, coastline, geology, historic photograph	The Organ, a cliff face of tall vertical basalt columns.	Giant's Causeway, Organ. The Organ feature appears as a cliff face of long, parallel vertical basalt columns, resembling organ pipes across the pale rock surface.	Giant's Causeway, Organ, Giant's Causeway, County Antrim, Northern Ireland, basalt, columnar basalt, coastal geology, geological feature, shoreline, historic photograph, cellulose nitrate negative, Godfrey Bingley Photographic Archive, 30/08/1894, Organ, vertical basalt columns, organ-pipe formation, cliff face
	https://iiif.library.leeds.ac.uk/presentation/cc/m35s6xnx	https://digital.library.leeds.ac.uk/15948/	handmade	Hand-mapped Leeds Data	Polygon	[[[-6.518263, 55.235616], [-6.518451, 55.235621], [-6.518589, 55.235756], [-6.518674, 55.23584], [-6.518781, 55.235868], [-6.518799, 55.235792], [-6.518772, 55.235718], [-6.518875, 55.235679], [-6.518656, 55.235639], [-6.518585, 55.235402], [-6.518263, 55.235616]]]	https://iiif.library.leeds.ac.uk/thumbs/m35s6xnx_objects_MS_1788-16-3208_001.tif/full/200,149/0/default.jpg	Giant's Causeway, Patnaybo [Portnaboe] Trap Dyke	1 cellulose nitrate negative	30/08/1894	Godfrey Bingley Photographic Archive	Historic photograph of Patnaybo [Portnaboe] Trap Dyke at the Giant's Causeway, showing coastal basalt formations and shoreline features.	Giant's Causeway, Patnaybo [Portnaboe] Trap Dyke. Historic photograph from the Godfrey Bingley Photographic Archive, dated 1894, depicting the named geological feature at the Giant's Causeway on the County Antrim coast. The image shows basalt columns, cliffs, rocky shorelines or related coastal landforms visible from the photographed viewpoint.	County Antrim, Giant's Causeway, Patnaybo [Portnaboe] Trap Dyke, basalt, coastline, geology, historic photograph	Portnaboe Trap Dyke, a tall narrow rock stack rising from a rocky inlet.	Giant's Causeway, Patnaybo [Portnaboe] Trap Dyke. A tall narrow sea stack or dyke-like rock rises from the rocky coast, with smaller offshore rock forms and water surrounding it.	Giant's Causeway, Patnaybo [Portnaboe] Trap Dyke, Giant's Causeway, County Antrim, Northern Ireland, basalt, columnar basalt, coastal geology, geological feature, shoreline, historic photograph, cellulose nitrate negative, Godfrey Bingley Photographic Archive, 30/08/1894, Portnaboe Trap Dyke, sea stack, narrow dyke, rocky inlet
	https://iiif.library.leeds.ac.uk/presentation/cc/dhssf2v5	https://digital.library.leeds.ac.uk/15949/	handmade	Hand-mapped Leeds Data	Polygon	[[[-6.518263, 55.235616], [-6.518451, 55.235621], [-6.518589, 55.235756], [-6.518674, 55.23584], [-6.518781, 55.235868], [-6.518799, 55.235792], [-6.518772, 55.235718], [-6.518875, 55.235679], [-6.518656, 55.235639], [-6.518585, 55.235402], [-6.518263, 55.235616]]]	https://iiif.library.leeds.ac.uk/thumbs/dhssf2v5_objects_MS_1788-16-3209_001.tif/full/200,149/0/default.jpg	Giant's Causeway, Patnaybo [Portnaboe] Trap Dyke	1 cellulose nitrate negative	30/08/1894	Godfrey Bingley Photographic Archive	Historic photograph of Patnaybo [Portnaboe] Trap Dyke at the Giant's Causeway, showing coastal basalt formations and shoreline features.	Giant's Causeway, Patnaybo [Portnaboe] Trap Dyke. Historic photograph from the Godfrey Bingley Photographic Archive, dated 1894, depicting the named geological feature at the Giant's Causeway on the County Antrim coast. The image shows basalt columns, cliffs, rocky shorelines or related coastal landforms visible from the photographed viewpoint.	County Antrim, Giant's Causeway, Patnaybo [Portnaboe] Trap Dyke, basalt, coastline, geology, historic photograph	Portnaboe Trap Dyke seen across a rocky shore and inlet, with sea stacks beyond.	Giant's Causeway, Patnaybo [Portnaboe] Trap Dyke. This second view places the trap dyke in a wider coastal setting, with the upright rock form framed by broken shore rocks and sea.	Giant's Causeway, Patnaybo [Portnaboe] Trap Dyke, Giant's Causeway, County Antrim, Northern Ireland, basalt, columnar basalt, coastal geology, geological feature, shoreline, historic photograph, cellulose nitrate negative, Godfrey Bingley Photographic Archive, 30/08/1894, Portnaboe Trap Dyke, offshore stack, rocky shore, sea
	https://iiif.library.leeds.ac.uk/presentation/cc/g54f364k	https://digital.library.leeds.ac.uk/15932/	handmade	Hand-mapped Leeds Data	Point	[-6.511229, 55.240851]	https://iiif.library.leeds.ac.uk/thumbs/g54f364k_objects_MS_1788-16-3192_001.tif/full/155,200/0/default.jpg	Giant's Causeway, Loom	1 cellulose nitrate negative	30/08/1894	Godfrey Bingley Photographic Archive	Historic photograph of Loom at the Giant's Causeway, showing coastal basalt formations and shoreline features.	Giant's Causeway, Loom. Historic photograph from the Godfrey Bingley Photographic Archive, dated 1894, depicting the named geological feature at the Giant's Causeway on the County Antrim coast. The image shows basalt columns, cliffs, rocky shorelines or related coastal landforms visible from the photographed viewpoint.	County Antrim, Giant's Causeway, Loom, basalt, coastline, geology, historic photograph	The Loom, showing a steep slope with parallel columnar basalt ridges.	Giant's Causeway, Loom. The photograph shows the Loom as a steep geological slope with strong linear ridges of columnar basalt running down toward a rocky foreground.	Giant's Causeway, Loom, Giant's Causeway, County Antrim, Northern Ireland, basalt, columnar basalt, coastal geology, geological feature, shoreline, historic photograph, cellulose nitrate negative, Godfrey Bingley Photographic Archive, 30/08/1894, Loom, columnar basalt ridges, steep slope, geological texture
	https://iiif.library.leeds.ac.uk/presentation/cc/nqgr58nj	https://digital.library.leeds.ac.uk/15934/	handmade	Hand-mapped Leeds Data	Point	[-6.511229, 55.240851]	https://iiif.library.leeds.ac.uk/thumbs/nqgr58nj_objects_MS_1788-16-3194_001.tif/full/200,149/0/default.jpg	Giant's Causeway, Loom	1 cellulose nitrate negative	30/08/1894	Godfrey Bingley Photographic Archive	Historic photograph of Loom at the Giant's Causeway, showing coastal basalt formations and shoreline features.	Giant's Causeway, Loom. Historic photograph from the Godfrey Bingley Photographic Archive, dated 1894, depicting the named geological feature at the Giant's Causeway on the County Antrim coast. The image shows basalt columns, cliffs, rocky shorelines or related coastal landforms visible from the photographed viewpoint.	County Antrim, Giant's Causeway, Loom, basalt, coastline, geology, historic photograph	The Loom, a wall-like mass of vertical basalt columns above a rocky slope.	Giant's Causeway, Loom. A wall of vertical basalt columns forms a dense, loom-like curtain of rock above loose stones, corresponding to the named feature in the IIIF label.	Giant's Causeway, Loom, Giant's Causeway, County Antrim, Northern Ireland, basalt, columnar basalt, coastal geology, geological feature, shoreline, historic photograph, cellulose nitrate negative, Godfrey Bingley Photographic Archive, 30/08/1894, Loom, vertical basalt wall, rock curtain, loose stones
	https://iiif.library.leeds.ac.uk/presentation/cc/wr27k5b3	https://digital.library.leeds.ac.uk/15953/	handmade	Hand-mapped Leeds Data	Point	[-6.517575, 55.238399]	https://iiif.library.leeds.ac.uk/thumbs/wr27k5b3_objects_MS_1788-16-3213_001.tif/full/200,149/0/default.jpg	Giant's Causeway, Giants Eye to E	1 cellulose nitrate negative	31/08/1894	Godfrey Bingley Photographic Archive	Historic photograph of Giants Eye to E at the Giant's Causeway, showing coastal basalt formations and shoreline features.	Giant's Causeway, Giants Eye to E. Historic photograph from the Godfrey Bingley Photographic Archive, dated 1894, depicting the named geological feature at the Giant's Causeway on the County Antrim coast. The image shows basalt columns, cliffs, rocky shorelines or related coastal landforms visible from the photographed viewpoint.	County Antrim, Giant's Causeway, Giants Eye to E, basalt, coastline, geology, historic photograph	View east from Giant's Eye across a rugged coast with cliffs and offshore rocks.	Giant's Causeway, Giants Eye to E. The eastward view from Giant's Eye shows a rugged coastline with cliffs, offshore rocks and pale sea, captured in a low-contrast historic negative.	Giant's Causeway, Giants Eye to E, Giant's Causeway, County Antrim, Northern Ireland, basalt, columnar basalt, coastal geology, geological feature, shoreline, historic photograph, cellulose nitrate negative, Godfrey Bingley Photographic Archive, 31/08/1894, Giant's Eye east, cliffs, offshore rocks, rugged coastline
	https://iiif.library.leeds.ac.uk/presentation/cc/wssk1zxw	https://digital.library.leeds.ac.uk/15947/	handmade	Hand-mapped Leeds Data	Point	[-6.51258, 55.240108]	https://iiif.library.leeds.ac.uk/thumbs/wssk1zxw_objects_MS_1788-16-3207_001.tif/full/200,149/0/default.jpg	Giant's Causeway, General and G.Well	1 cellulose nitrate negative	30/08/1894	Godfrey Bingley Photographic Archive	Historic photograph of General and G.Well at the Giant's Causeway, showing coastal basalt formations and shoreline features.	Giant's Causeway, General and G.Well. Historic photograph from the Godfrey Bingley Photographic Archive, dated 1894, depicting the named geological feature at the Giant's Causeway on the County Antrim coast. The image shows basalt columns, cliffs, rocky shorelines or related coastal landforms visible from the photographed viewpoint.	County Antrim, General and G.Well, Giant's Causeway, basalt, coastline, geology, historic photograph	General view near the Giant's Well, showing cliffs, rock shelves and sea.	Giant's Causeway, General and G.Well. This general view around the Giant's Well area shows layered coastal cliffs, rock shelves and a small offshore rock in the sea.	Giant's Causeway, General and G.Well, Giant's Causeway, County Antrim, Northern Ireland, basalt, columnar basalt, coastal geology, geological feature, shoreline, historic photograph, cellulose nitrate negative, Godfrey Bingley Photographic Archive, 30/08/1894, Giant's Well, general view, rock shelves, coastal cliffs
	https://iiif.library.leeds.ac.uk/presentation/cc/hnq1dhx4	https://digital.library.leeds.ac.uk/15956/	handmade	Hand-mapped Leeds Data	Polygon	[[[-6.504498, 55.246767], [-6.504426, 55.246568], [-6.503712, 55.246304], [-6.502497, 55.245642], [-6.501355, 55.245215], [-6.500989, 55.245235], [-6.500936, 55.245398], [-6.501561, 55.245643], [-6.502186, 55.245953], [-6.503267, 55.246411], [-6.503544, 55.246717], [-6.503812, 55.246916], [-6.504312, 55.246916], [-6.504498, 55.246767]]]	https://iiif.library.leeds.ac.uk/thumbs/hnq1dhx4_objects_MS_1788-16-3216_001.tif/full/200,149/0/default.jpg	Giant's Causeway, Chimney Stack	1 cellulose nitrate negative	31/08/1894	Godfrey Bingley Photographic Archive	Historic photograph of Chimney Stack at the Giant's Causeway, showing coastal basalt formations and shoreline features.	Giant's Causeway, Chimney Stack. Historic photograph from the Godfrey Bingley Photographic Archive, dated 1894, depicting the named geological feature at the Giant's Causeway on the County Antrim coast. The image shows basalt columns, cliffs, rocky shorelines or related coastal landforms visible from the photographed viewpoint.	Chimney Stack, County Antrim, Giant's Causeway, basalt, coastline, geology, historic photograph	Chimney Stack pinnacles rising above cliffs at the Giant's Causeway.	Giant's Causeway, Chimney Stack. Slender chimney-like pinnacles rise from the cliff edge, with the sea and pale sky behind them emphasizing their vertical form.	Giant's Causeway, Chimney Stack, Giant's Causeway, County Antrim, Northern Ireland, basalt, columnar basalt, coastal geology, geological feature, shoreline, historic photograph, cellulose nitrate negative, Godfrey Bingley Photographic Archive, 31/08/1894, Chimney Stack, rock pinnacles, cliff edge, sea backdrop
	https://iiif.library.leeds.ac.uk/presentation/cc/mqjdg2lv	https://digital.library.leeds.ac.uk/15937/	handmade	Hand-mapped Leeds Data	Polygon	[[[-6.504498, 55.246767], [-6.504426, 55.246568], [-6.503712, 55.246304], [-6.502497, 55.245642], [-6.501355, 55.245215], [-6.500989, 55.245235], [-6.500936, 55.245398], [-6.501561, 55.245643], [-6.502186, 55.245953], [-6.503267, 55.246411], [-6.503544, 55.246717], [-6.503812, 55.246916], [-6.504312, 55.246916], [-6.504498, 55.246767]]]	https://iiif.library.leeds.ac.uk/thumbs/mqjdg2lv_objects_MS_1788-16-3197_001.tif/full/200,149/0/default.jpg	Giant's Causeway, Chimney Stacks	1 cellulose nitrate negative	30/08/1894	Godfrey Bingley Photographic Archive	Historic photograph of Chimney Stacks at the Giant's Causeway, showing coastal basalt formations and shoreline features.	Giant's Causeway, Chimney Stacks. Historic photograph from the Godfrey Bingley Photographic Archive, dated 1894, depicting the named geological feature at the Giant's Causeway on the County Antrim coast. The image shows basalt columns, cliffs, rocky shorelines or related coastal landforms visible from the photographed viewpoint.	Chimney Stacks, County Antrim, Giant's Causeway, basalt, coastline, geology, historic photograph	Chimney Stacks area, with layered cliffs descending toward the sea.	Giant's Causeway, Chimney Stacks. The image shows the Chimney Stacks area as a stepped cliff face descending toward the sea, with stratified basalt layers clearly suggested.	Giant's Causeway, Chimney Stacks, Giant's Causeway, County Antrim, Northern Ireland, basalt, columnar basalt, coastal geology, geological feature, shoreline, historic photograph, cellulose nitrate negative, Godfrey Bingley Photographic Archive, 30/08/1894, Chimney Stacks, layered cliffs, stepped coastline, sea
